algorithm,impl,sm,function,classification,index_pc,index_opcode,addr_pc,addr_opcode,data_pc,data_opcode,index_source_file,index_source_line,addr_source_file,addr_source_line,data_source_file,data_source_line,stride_hint
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,06b0,LDG.E,07e0,IMAD.WIDE,0820,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,06a0,LDG.E,0800,IMAD.WIDE,0840,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,06c0,LDG.E,0830,IMAD.WIDE,0850,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09a0,LDG.E,0a40,IMAD.WIDE,0a60,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09b0,LDG.E,0a50,IMAD.WIDE,0a80,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09c0,LDG.E,0a70,IMAD.WIDE,0aa0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09d0,LDG.E,0a90,IMAD.WIDE,0ad0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09e0,LDG.E,0ac0,IMAD.WIDE,0b10,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,09f0,LDG.E,0ae0,IMAD.WIDE,0b40,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0a00,LDG.E,0b00,IMAD.WIDE,0b60,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0a10,LDG.E,0b30,IMAD.WIDE,0b80,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0cc0,LDG.E,0d40,IMAD.WIDE,0d60,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0cd0,LDG.E,0d50,IMAD.WIDE,0d80,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0ce0,LDG.E,0d70,IMAD.WIDE,0da0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
spmv,base,sm80,_Z15spmv_csr_scalariPKmPKiPKfS4_Pf,exact_chain,0cf0,LDG.E,0d90,IMAD.WIDE,0db0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,/workspace/prefetch/gpu-app-collection/gardenia/src/spmv/base.cu,22,64
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,00f0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,16,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,16,0
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,0100,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,16,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,17,0
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,01d0,LDG.E,01f0,IMAD.WIDE,0200,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,19,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,4
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,0640,LDG.E,0660,IMAD.WIDE,0670,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,19,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,16
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,09a0,LDG.E,09c0,IMAD.WIDE,09d0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,19,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,16
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,0d00,LDG.E,0d20,IMAD.WIDE,0d30,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,19,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,16
bfs,linear_base,sm80,_Z10bfs_kerneliPKmPKiPi9Worklist2S4_,exact_chain,1060,LDG.E,1080,IMAD.WIDE,1090,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,19,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,/workspace/prefetch/gpu-app-collection/gardenia/src/bfs/linear_base.cu,20,16
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,00f0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,36,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,36,0
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,0100,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,36,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,37,0
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,0250,LDG.E,0290,IMAD.WIDE,02a0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,39,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,4
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,05d0,LDG.E,0600,IMAD.WIDE,0610,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,39,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,16
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,07e0,LDG.E,0810,IMAD.WIDE,0820,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,39,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,16
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,09e0,LDG.E,0a10,IMAD.WIDE,0a20,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,39,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,16
sssp,linear_base,sm80,_Z12bellman_fordiPKmPKiPiS3_9Worklist2S4_,exact_chain,0be0,LDG.E,0c10,IMAD.WIDE,0c20,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,39,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,/workspace/prefetch/gpu-app-collection/gardenia/src/sssp/linear_base.cu,40,16
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0090,LDG.E,00b0,IMAD.WIDE,00c0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,72,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,73,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,73,0
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0090,LDG.E,00b0,IMAD.WIDE,00d0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,72,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,73,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,74,0
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0200,LDG.E,0220,IMAD.WIDE,0230,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,77,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,4
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0520,LDG.E,0540,IMAD.WIDE,0550,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,77,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,16
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0740,LDG.E,0760,IMAD.WIDE,0770,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,77,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,16
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0960,LDG.E,0980,IMAD.WIDE,0990,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,77,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,16
bc,linear_base,sm80,_Z10bc_reverseiPKmPKiS2_S2_S2_iPfS3_,exact_chain,0b80,LDG.E,0ba0,IMAD.WIDE,0bb0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,77,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,78,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,00f0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,49,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,49,0
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,00c0,LDG.E,00e0,IMAD.WIDE,0100,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/include/worklistc.h,118,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,49,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,50,0
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,01d0,LDG.E,01f0,IMAD.WIDE,0200,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,4
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,01d0,LDG.E,01f0,IMAD.WIDE,0570,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,56,4
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,06e0,LDG.E,0700,IMAD.WIDE,0710,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,06e0,LDG.E,0700,IMAD.WIDE,0a50,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,56,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,0ae0,LDG.E,0b00,IMAD.WIDE,0b10,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,0ae0,LDG.E,0b00,IMAD.WIDE,0e40,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,56,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,0ed0,LDG.E,0ef0,IMAD.WIDE,0f00,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,0ed0,LDG.E,0ef0,IMAD.WIDE,1230,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,56,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,12c0,LDG.E,12e0,IMAD.WIDE,12f0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,16
bc,linear_base,sm80,_Z10bc_forwardPKmPKiPiS3_i9Worklist2S4_,exact_chain,12c0,LDG.E,12e0,IMAD.WIDE,1620,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,52,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,53,/workspace/prefetch/gpu-app-collection/gardenia/src/bc/linear_base.cu,56,16
ima_tiny_case,,sm80,_ZN45_GLOBAL__N__0d2a9b4b_16_ima_tiny_case_cu_main20ima_tiny_case_kernelEPKiS1_S1_S1_Piiiiiiii,exact_chain,0470,LDG.E,0490,IMAD.WIDE,04a0,LDG.E,/workspace/prefetch/gpu-app-collection/src/cuda/custom-apps/ima_tiny_case/ima_tiny_case.cu,290,/workspace/prefetch/gpu-app-collection/src/cuda/custom-apps/ima_tiny_case/ima_tiny_case.cu,291,/workspace/prefetch/gpu-app-collection/src/cuda/custom-apps/ima_tiny_case/ima_tiny_case.cu,291,0
cc,base,sm80,_Z8shortcutiPi,exact_chain,0090,LDG.E,00a0,IMAD.WIDE,00b0,LDG.E,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,34,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,34,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,34,0
cc,base,sm80,_Z4hookiPKmPKiPiPb,exact_chain,01b0,LDG.E,01d0,IMAD.WIDE,01e0,LDG.E.CONSTANT,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,17,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,19,/usr/local/cuda/bin/../targets/x86_64-linux/include/sm_32_intrinsics.hpp,112,4
cc,base,sm80,_Z4hookiPKmPKiPiPb,exact_chain,0390,LDG.E,03b0,IMAD.WIDE,03c0,LDG.E.CONSTANT,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,17,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,19,/usr/local/cuda/bin/../targets/x86_64-linux/include/sm_32_intrinsics.hpp,112,16
cc,base,sm80,_Z4hookiPKmPKiPiPb,exact_chain,04b0,LDG.E,04c0,IMAD.WIDE,04d0,LDG.E.CONSTANT,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,17,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,19,/usr/local/cuda/bin/../targets/x86_64-linux/include/sm_32_intrinsics.hpp,112,16
cc,base,sm80,_Z4hookiPKmPKiPiPb,exact_chain,05c0,LDG.E,05d0,IMAD.WIDE,05e0,LDG.E.CONSTANT,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,17,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,19,/usr/local/cuda/bin/../targets/x86_64-linux/include/sm_32_intrinsics.hpp,112,16
cc,base,sm80,_Z4hookiPKmPKiPiPb,exact_chain,06d0,LDG.E,06e0,IMAD.WIDE,06f0,LDG.E.CONSTANT,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,17,/workspace/prefetch/gpu-app-collection/gardenia/src/cc/base.cu,19,/usr/local/cuda/bin/../targets/x86_64-linux/include/sm_32_intrinsics.hpp,112,16
